Name,Slug,Collection ID,Locale ID,Item ID,Created On,Updated On,Published On,Cluster name,Component,Uptime,Date
Imported item 116,imported-item-116,6700dc16b83ab0f4752886d2,64ebc0980f9044a1a914f51a,6700dc7e82b529a2e07ab1bd,Sat Oct 05 2024 06:28:14 GMT+0000 (Coordinated Universal Time),Sat Oct 05 2024 06:28:14 GMT+0000 (Coordinated Universal Time),Sat Oct 05 2024 08:22:01 GMT+0000 (Coordinated Universal Time),Prod 1,Cloud Cost Management (CCM),99.98,Dec 2023
Imported item 116,imported-item-116-7a334,6700dc16b83ab0f4752886d2,64ebc0980f9044a1a914f51a,67330b58a5f482ea8d352ce4,Tue Nov 12 2024 08:01:28 GMT+0000 (Coordinated Universal Time),Tue Nov 12 2024 08:01:28 GMT+0000 (Coordinated Universal Time),Tue Nov 12 2024 10:40:19 GMT+0000 (Coordinated Universal Time),Prod 4,Continuous Integration Enterprise(CIE) - Windows Cloud Builds,100,Aug 2024
Imported item 117,imported-item-117,6700dc16b83ab0f4752886d2,64ebc0980f9044a1a914f51a,6700dc7e7ed7e077174309c4,Sat Oct 05 2024 06:28:14 GMT+0000 (Coordinated Universal Time),Sat Oct 05 2024 06:28:14 GMT+0000 (Coordinated Universal Time),Sat Oct 05 2024 08:22:01 GMT+0000 (Coordinated Universal Time),Prod 1,Continuous Error Tracking (CET),99.98,Dec 2023
Imported item 117,imported-item-117-6b038,6700dc16b83ab0f4752886d2,64ebc0980f9044a1a914f51a,67330b587060f1754ed8d1b5,Tue Nov 12 2024 08:01:28 GMT+0000 (Coordinated Universal Time),Tue Nov 12 2024 08:01:28 GMT+0000 (Coordinated Universal Time),Tue Nov 12 2024 10:40:19 GMT+0000 (Coordinated Universal Time),Prod 4,Continuous Integration Enterprise(CIE) - Linux Cloud Builds,100,Aug 2024
Imported item 118,imported-item-118,6700dc16b83ab0f4752886d2,64ebc0980f9044a1a914f51a,6700dc7e283d92481cf9fdae,Sat Oct 05 2024 06:28:14 GMT+0000 (Coordinated Universal Time),Sat Oct 05 2024 06:28:14 GMT+0000 (Coordinated Universal Time),Sat Oct 05 2024 08:22:01 GMT+0000 (Coordinated Universal Time),Prod 1,Chaos Engineering,99.98,Dec 2023
Imported item 118,imported-item-118-152a9,6700dc16b83ab0f4752886d2,64ebc0980f9044a1a914f51a,67330b58fcc18762b4729656,Tue Nov 12 2024 08:01:28 GMT+0000 (Coordinated Universal Time),Tue Nov 12 2024 08:01:28 GMT+0000 (Coordinated Universal Time),Tue Nov 12 2024 10:40:19 GMT+0000 (Coordinated Universal Time),Prod 4,Continuous Integration Enterprise(CIE) - Mac Cloud Builds,100,Jul 2024
Imported item 119,imported-item-119,6700dc16b83ab0f4752886d2,64ebc0980f9044a1a914f51a,6700dc7e34f5bf31b2df0450,Sat Oct 05 2024 06:28:14 GMT+0000 (Coordinated Universal Time),Sat Oct 05 2024 06:28:14 GMT+0000 (Coordinated Universal Time),Sat Oct 05 2024 08:22:01 GMT+0000 (Coordinated Universal Time),Prod 1,Continuous Integration Enterprise(CIE) - Cloud Builds,99.86,Dec 2023
Imported item 119,imported-item-119-63857,6700dc16b83ab0f4752886d2,64ebc0980f9044a1a914f51a,67330b58a83c7efc46a0a96f,Tue Nov 12 2024 08:01:28 GMT+0000 (Coordinated Universal Time),Tue Nov 12 2024 08:01:28 GMT+0000 (Coordinated Universal Time),Tue Nov 12 2024 10:40:19 GMT+0000 (Coordinated Universal Time),Prod 4,Continuous Integration Enterprise(CIE) - Windows Cloud Builds,100,Jul 2024
Imported item 12,imported-item-12,6700dc16b83ab0f4752886d2,64ebc0980f9044a1a914f51a,6700dc75283d92481cf9f8ee,Sat Oct 05 2024 06:28:05 GMT+0000 (Coordinated Universal Time),Sat Oct 05 2024 06:28:05 GMT+0000 (Coordinated Universal Time),Sat Oct 05 2024 08:22:01 GMT+0000 (Coordinated Universal Time),Prod 1,Service Reliability Management (SRM),100.00,Aug 2024
Imported item 12,imported-item-12-f3516,6700dc16b83ab0f4752886d2,64ebc0980f9044a1a914f51a,6704b6104533cc2160e415c5,Tue Oct 08 2024 04:33:20 GMT+0000 (Coordinated Universal Time),Tue Oct 08 2024 04:33:20 GMT+0000 (Coordinated Universal Time),Tue Oct 08 2024 04:38:27 GMT+0000 (Coordinated Universal Time),Prod 1,Service Reliability Management (SRM),100.00,Sep 2024
Imported item 12,imported-item-12-af7a6,6700dc16b83ab0f4752886d2,64ebc0980f9044a1a914f51a,671f7311d10bc61bb81c6c6b,Mon Oct 28 2024 11:18:41 GMT+0000 (Coordinated Universal Time),Mon Oct 28 2024 11:18:41 GMT+0000 (Coordinated Universal Time),Mon Oct 28 2024 11:26:47 GMT+0000 (Coordinated Universal Time),Prod Eu1,Service Reliability Management (SRM),100,Sep 2024
Imported item 12,imported-item-12-6cd9b,6700dc16b83ab0f4752886d2,64ebc0980f9044a1a914f51a,67330b4cbce13bd1dc82e62b,Tue Nov 12 2024 08:01:16 GMT+0000 (Coordinated Universal Time),Tue Nov 12 2024 08:01:16 GMT+0000 (Coordinated Universal Time),Tue Nov 12 2024 10:40:19 GMT+0000 (Coordinated Universal Time),Prod 1,Continuous Integration Enterprise(CIE) - Windows Cloud Builds,100,Jul 2024
Imported item 120,imported-item-120,6700dc16b83ab0f4752886d2,64ebc0980f9044a1a914f51a,6700dc7e9d42b205029fd08f,Sat Oct 05 2024 06:28:14 GMT+0000 (Coordinated Universal Time),Sat Oct 05 2024 06:28:14 GMT+0000 (Coordinated Universal Time),Sat Oct 05 2024 08:22:01 GMT+0000 (Coordinated Universal Time),Prod 1,Continuous Integration Enterprise(CIE) - Self Hosted Runners,99.98,Dec 2023
Imported item 120,imported-item-120-98ddb,6700dc16b83ab0f4752886d2,64ebc0980f9044a1a914f51a,67330b587a5527af1145b80a,Tue Nov 12 2024 08:01:28 GMT+0000 (Coordinated Universal Time),Tue Nov 12 2024 08:01:28 GMT+0000 (Coordinated Universal Time),Tue Nov 12 2024 10:40:19 GMT+0000 (Coordinated Universal Time),Prod 4,Continuous Integration Enterprise(CIE) - Linux Cloud Builds,100,Jul 2024
Imported item 121,imported-item-121,6700dc16b83ab0f4752886d2,64ebc0980f9044a1a914f51a,6700dc7f8885f25dfb759a14,Sat Oct 05 2024 06:28:15 GMT+0000 (Coordinated Universal Time),Sat Oct 05 2024 06:28:15 GMT+0000 (Coordinated Universal Time),Sat Oct 05 2024 08:22:01 GMT+0000 (Coordinated Universal Time),Prod 1,Custom Dashboards,99.98,Dec 2023
Imported item 121,imported-item-121-94cbb,6700dc16b83ab0f4752886d2,64ebc0980f9044a1a914f51a,67330b580b73d77ee634929e,Tue Nov 12 2024 08:01:28 GMT+0000 (Coordinated Universal Time),Tue Nov 12 2024 08:01:28 GMT+0000 (Coordinated Universal Time),Tue Nov 12 2024 10:40:19 GMT+0000 (Coordinated Universal Time),Prod Eu1,Continuous Integration Enterprise(CIE) - Mac Cloud Builds,100,Oct 2024
Imported item 122,imported-item-122,6700dc16b83ab0f4752886d2,64ebc0980f9044a1a914f51a,6700dc7f82b529a2e07ab1f5,Sat Oct 05 2024 06:28:15 GMT+0000 (Coordinated Universal Time),Sat Oct 05 2024 06:28:15 GMT+0000 (Coordinated Universal Time),Sat Oct 05 2024 08:22:01 GMT+0000 (Coordinated Universal Time),Prod 1,Feature Flags (FF),99.98,Dec 2023
Imported item 122,imported-item-122-40922,6700dc16b83ab0f4752886d2,64ebc0980f9044a1a914f51a,67330b58421db70e0f2a8432,Tue Nov 12 2024 08:01:28 GMT+0000 (Coordinated Universal Time),Tue Nov 12 2024 08:01:28 GMT+0000 (Coordinated Universal Time),Tue Nov 12 2024 10:40:19 GMT+0000 (Coordinated Universal Time),Prod Eu1,Continuous Integration Enterprise(CIE) - Windows Cloud Builds,100,Oct 2024
Imported item 123,imported-item-123,6700dc16b83ab0f4752886d2,64ebc0980f9044a1a914f51a,6700dc7f0167db1d3ccb5a7f,Sat Oct 05 2024 06:28:15 GMT+0000 (Coordinated Universal Time),Sat Oct 05 2024 06:28:15 GMT+0000 (Coordinated Universal Time),Sat Oct 05 2024 08:22:01 GMT+0000 (Coordinated Universal Time),Prod 1,Security Testing Orchestration (STO),99.98,Dec 2023
Imported item 123,imported-item-123-8a717,6700dc16b83ab0f4752886d2,64ebc0980f9044a1a914f51a,67330b58da398ffa4acffede,Tue Nov 12 2024 08:01:28 GMT+0000 (Coordinated Universal Time),Tue Nov 12 2024 08:01:28 GMT+0000 (Coordinated Universal Time),Tue Nov 12 2024 10:40:19 GMT+0000 (Coordinated Universal Time),Prod Eu1,Continuous Integration Enterprise(CIE) - Linux Cloud Builds,100,Oct 2024
Imported item 124,imported-item-124,6700dc16b83ab0f4752886d2,64ebc0980f9044a1a914f51a,6700dc7fa24e056407ec835a,Sat Oct 05 2024 06:28:15 GMT+0000 (Coordinated Universal Time),Sat Oct 05 2024 06:28:15 GMT+0000 (Coordinated Universal Time),Sat Oct 05 2024 08:22:01 GMT+0000 (Coordinated Universal Time),Prod 1,Service Reliability Management (SRM),99.98,Dec 2023
Imported item 124,imported-item-124-ab82b,6700dc16b83ab0f4752886d2,64ebc0980f9044a1a914f51a,67330b58da398ffa4acffefd,Tue Nov 12 2024 08:01:28 GMT+0000 (Coordinated Universal Time),Tue Nov 12 2024 08:01:28 GMT+0000 (Coordinated Universal Time),Tue Nov 12 2024 10:40:19 GMT+0000 (Coordinated Universal Time),Prod Eu1,Continuous Integration Enterprise(CIE) - Mac Cloud Builds,100,Sep 2024
Imported item 125,imported-item-125,6700dc16b83ab0f4752886d2,64ebc0980f9044a1a914f51a,6700dc7f93f57e47ce244757,Sat Oct 05 2024 06:28:15 GMT+0000 (Coordinated Universal Time),Sat Oct 05 2024 06:28:15 GMT+0000 (Coordinated Universal Time),Sat Oct 05 2024 08:22:01 GMT+0000 (Coordinated Universal Time),Prod 1,Internal Developer Portal (IDP),,Dec 2023
Imported item 125,imported-item-125-0c052,6700dc16b83ab0f4752886d2,64ebc0980f9044a1a914f51a,67330b58feeebafefe7d6f9f,Tue Nov 12 2024 08:01:28 GMT+0000 (Coordinated Universal Time),Tue Nov 12 2024 08:01:28 GMT+0000 (Coordinated Universal Time),Tue Nov 12 2024 10:40:19 GMT+0000 (Coordinated Universal Time),Prod Eu1,Continuous Integration Enterprise(CIE) - Windows Cloud Builds,100,Sep 2024
